date,original_reason,final_reason,attempts,replanning_triggered,orders,nominal_failures,hold_envelope_failures
2025-11-28,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,20,,
2025-12-01,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,1,,
2025-12-02,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,1,,
2025-12-03,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,2,,
2025-12-04,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,1,,
2025-12-05,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,9,,
2025-12-08,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,1,,
2025-12-09,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,1,,
2025-12-10,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,2,,
2025-12-11,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,1,,
2025-12-12,BUY_WITH_SETTLED_CASH,BUY_WITH_SETTLED_CASH,1,False,3,,
2025-12-15,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,2,,
2025-12-16,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,8,,
2025-12-17,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,3,,
2025-12-18,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,10,,
2025-12-19,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,2,,
2025-12-22,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,10,,
2025-12-23,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,2,,
2025-12-24,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,10,,
2025-12-26,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,2,,
2025-12-29,BUY_WITH_SETTLED_CASH,BUY_WITH_SETTLED_CASH,1,False,5,,
2025-12-30,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,3,,
2025-12-31,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,9,,
2026-01-02,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,2,,
2026-01-05,BUY_CASH_CAP_CORRECTION,BUY_CASH_CAP_CORRECTION,1,False,10,,
2026-01-06,SELL_THEN_WAIT_SETTLEMENT,SELL_THEN_WAIT_SETTLEMENT,1,False,1,,
