episode_id,total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,final_nav,sessions,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,max_daily_volume_participation,trades,simulated_warning_days,disqualified,complete_period,rejected_trade_count,measured_hard_breach_days,raw_rule_breach_days,cash_breach_days,holding_count_breach_days,active_cap_breach_days,overdue_passive_cap_days,stale_held_price_days,execution_price_bound_breaches,unfilled_orders,no_valid_plan_days,hold_without_envelope_days,official_compliance,independent_audit,episode_return,episode_max_drawdown,episode_turnover,measured_pass,active_share_status,ready_status,forensic_partial_return,source_accuracy_verified,universe_point_in_time
monthly_2010-01-04,-0.12648488780096123,0.14051504075587873,0.238293542801882,-5.826662449499574,-0.12648488780096123,0.14051504075587873,0.238293542801882,-5.826662449499574,873515112.1990387,24,6013264.627933005,3538233.8950863983,2475030.7328466065,2.6239082582334783,,134,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.12648488780096123,0.14051504075587873,2.4829711544465956,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2010-11-01,0.0323577421263479,0.03143775099742696,0.11614559522309563,2.9364310260333992,0.0323577421263479,0.03143775099742696,0.11614559522309563,2.9364310260333992,1032357742.1263479,24,5498389.4765824955,3320128.0250325357,2178261.4515499603,2.344416510639334,6.036550817933047,98,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.0323577421263479,0.03143775099742696,2.3299144035316037,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2011-08-01,-0.09675169285062923,0.1438578885482874,0.29154608132459503,-3.5162597135517344,-0.09675169285062923,0.13714052272682142,0.2840036855683275,-3.617033756804274,903248307.1493708,24,5984393.284736247,3590559.877954883,2393833.4067813638,2.6936546419040397,,120,0,False,True,0,0,0,0,0,0,0,0,1,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.09675169285062923,0.13714052272682142,2.5196911424244792,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2012-06-01,0.006163096996537387,0.04115654153000481,0.17073558351645116,0.45975144066729867,0.006163096996537387,0.04115654153000481,0.16839585510388677,0.4639088745819896,1006163096.9965374,24,6758922.491997503,3927820.500340493,2831101.99165701,2.781107574228935,421.44689763348583,133,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.006163096996537387,0.04115654153000481,2.7563652633968374,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2013-04-01,0.04797594397694649,0.01975653084443374,0.12332306304762174,4.052823886573999,0.04797594397694649,0.01975653084443374,0.12332306304762174,4.052823886573999,1047975943.9769465,24,5793469.228775181,3482877.4243160277,2310591.8044591537,2.429919352296505,12.996491713630522,109,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.04797594397694649,0.01975653084443374,2.44412450829195,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2014-01-02,0.025602590103046108,0.03437596676638521,0.11790852782373533,2.309130742896611,0.025602590103046108,0.03437596676638521,0.11790852782373533,2.309130742896611,1025602590.1030461,24,5510110.136700636,3352831.60814446,2157278.5285561765,2.3498394814989254,6.615384615384618,100,0,False,True,0,0,0,0,0,0,0,0,1,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.025602590103046108,0.03437596676638521,2.352864286417165,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2014-11-03,0.06501207877602755,0.02482048318845531,0.15438461772365994,4.363208740079325,0.06501207877602755,0.02482048318845531,0.15438461772365994,4.363208740079325,1065012078.7760274,24,4906483.423236987,3058110.6891123513,1848372.7341246353,2.1286497875255272,28.840321305810342,94,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.06501207877602755,0.02482048318845531,2.146042588850773,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2015-08-03,-0.03747796275723003,0.1189425949306151,0.24078032802671653,-1.5476521620821622,-0.03747796275723003,0.11672734081408531,0.23495197443306046,-1.5916349049009995,962522037.24277,24,7275181.30493219,4215502.721252277,3059678.5836799135,3.0397502335643876,147.57003286201873,156,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.03747796275723003,0.11672734081408531,2.958247523685808,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2016-06-01,0.030033771745235693,0.038059161894271276,0.158302509561951,2.040567918493639,0.030033771745235693,0.038059161894271276,0.16025096848913484,2.017638014006771,1030033771.7452358,24,5132435.865950606,3139052.7871123976,1993383.0788382085,2.166780009735238,,87,0,False,True,0,0,0,0,0,0,0,0,1,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.030033771745235693,0.038059161894271276,2.2028440611315068,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2017-04-05,-0.03087792807777079,0.054732607927004184,0.18006310885660418,-1.7411933779905875,-0.03087792807777079,0.054732607927004184,0.18006310885660418,-1.7411933779905875,969122071.9222292,24,6554136.338680159,3802299.9655139176,2751836.373166241,2.695226110063521,1.8048029239925327,139,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.03087792807777079,0.054732607927004184,2.668280677553626,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
