date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume
2026-08-21,2026-08-20,1504.TW,1504.TW,634000,72.3935993868322,45897542.01125161,65403.99736603355,0.0,0.0,0.08219477153094633,7713386.0
2026-08-21,2026-08-20,1519.TW,1519.TW,63000,724.6645266896895,45653865.18145044,65056.75788356688,0.0,0.0,0.05547327508932958,1135682.0
2026-08-21,2026-08-20,2059.TW,2059.TW,3000,13556.802813766426,40670408.441299275,57955.332028851466,0.0,0.0,0.004605182365221663,651440.0
2026-08-21,2026-08-20,2301.TW,2301.TW,173000,260.08132402951173,44994069.05710553,64116.548406375376,0.0,0.0,0.006683224839097499,25885707.0
2026-08-21,2026-08-20,2357.TW,2357.TW,50000,915.9691084257166,45798455.42128583,65262.79897533231,0.0,0.0,0.026493631460869436,1887246.0
2026-08-21,2026-08-20,2382.TW,2382.TW,141000,322.58965035530747,45485140.70009835,64816.32549764015,0.0,0.0,0.0161108683689494,8751856.0
2026-08-21,2026-08-20,2383.TW,2383.TW,7000,5809.595635059213,40667169.44541449,57950.71645971565,0.0,0.0,0.0027252167812620324,2568603.0
2026-08-21,2026-08-20,2603.TW,2603.TW,188000,251.04153653506964,47195808.86859309,67254.02763774515,0.0,0.0,0.005654245022196671,33249355.0
2026-08-21,2026-08-20,3008.TW,3008.TW,8000,5554.791455769988,44438331.6461599,63324.622595777866,0.0,0.0,0.0023257991009623573,3439678.0
2026-08-21,2026-08-20,3017.TW,3017.TW,15000,2905.416763914297,43581251.458714455,62103.2833286681,0.0,0.0,0.0059640795417360325,2515057.0
2026-08-21,2026-08-20,3037.TW,3037.TW,40000,1066.3054960560828,42652219.842243314,60779.413275196726,0.0,0.0,0.0017239283845670484,23202820.0
2026-08-21,2026-08-20,3044.TW,3044.TW,95000,480.2849238625573,45627067.76694295,65018.571567893705,0.0,0.0,0.010204651602452553,9309480.0
2026-08-21,2026-08-20,3045.TW,3045.TW,403000,114.40672693173966,46105910.953491084,65700.9231087248,0.0,0.0,0.03036435035397072,13272143.0
2026-08-21,2026-08-20,3081.TWO,3081.TWO,16000,2853.5988795273947,45657582.072438315,65062.0544532246,0.0,0.0,0.0031565943030575166,5068754.0
2026-08-21,2026-08-20,3653.TW,3653.TW,8000,5447.585652990861,43580685.22392689,62102.47644409582,0.0,0.0,0.006313245900138655,1267177.0
2026-08-21,2026-08-20,6187.TWO,6187.TWO,36000,1191.6206770184724,42898344.372665,61130.14073104763,0.0,0.0,0.007783312577833126,4625280.0
2026-08-21,2026-08-20,6584.TWO,6584.TWO,79000,589.5454129058332,46574087.61956082,66368.07485787418,0.0,0.0,0.23650216294699658,334035.0
2026-08-21,2026-08-20,7750.TW,7750.TW,18000,2288.584653255133,41194523.7585924,58702.196355994165,0.0,0.0,0.028734439502830344,626426.0
2026-08-21,2026-08-20,8046.TW,8046.TW,38000,1145.5483007772661,43530835.42953611,62031.44048708896,0.0,0.0,0.003267702952730785,11628964.0
2026-08-21,2026-08-20,8932.TWO,8932.TWO,414000,107.56857947474907,44533391.902546115,63460.08346112822,0.0,0.0,0.11682275955675074,3543830.0
2026-08-24,2026-08-21,2344.TW,2344.TW,91000,179.99227687657898,16379297.195768688,23340.498503970382,0.0,0.0,0.0009155638817091464,99392300.0
2026-08-24,2026-08-21,2408.TW,2408.TW,31000,518.9244376440736,16086657.56696628,22923.48703292695,0.0,0.0,0.00043221120661476105,71724193.0
