signal_date,symbol,shares,signal_nav,sizing_price,reason,target_shares,target_weight,odd_entitlement
2012-06-29,1590.TW,213000,1000000000.0,170.0,D-1 estimated accounting; fill-day constraints require ledger audit,213000.0,0.036295,0.0
2012-06-29,1785.TWO,901000,1000000000.0,40.3,D-1 estimated accounting; fill-day constraints require ledger audit,901000.0,0.03633045,0.0
2012-06-29,2337.TW,3878000,1000000000.0,9.37,D-1 estimated accounting; fill-day constraints require ledger audit,3878000.0,0.036341545,0.0
2012-06-29,2344.TW,8113000,1000000000.0,4.48,D-1 estimated accounting; fill-day constraints require ledger audit,8113000.0,0.03634848,0.0
2012-06-29,2347.TW,500000,1000000000.0,72.59999999999998,D-1 estimated accounting; fill-day constraints require ledger audit,500000.0,0.03633629999999999,0.0
2012-06-29,2408.TW,14423000,1000000000.0,2.52,D-1 estimated accounting; fill-day constraints require ledger audit,14423000.0,0.03634722,0.0
2012-06-29,2412.TW,386000,1000000000.0,94.0,D-1 estimated accounting; fill-day constraints require ledger audit,386000.0,0.036331,0.0
2012-06-29,2454.TW,132000,1000000000.0,273.0,D-1 estimated accounting; fill-day constraints require ledger audit,132000.0,0.0361725,0.0
2012-06-29,2609.TW,2722000,1000000000.0,13.35,D-1 estimated accounting; fill-day constraints require ledger audit,2722000.0,0.036345375,0.0
2012-06-29,2610.TW,2711000,1000000000.0,13.4,D-1 estimated accounting; fill-day constraints require ledger audit,2711000.0,0.0363341,0.0
2012-06-29,2615.TW,2488000,1000000000.0,14.6,D-1 estimated accounting; fill-day constraints require ledger audit,2488000.0,0.0363321,0.0
2012-06-29,2812.TW,3878000,1000000000.0,9.37,D-1 estimated accounting; fill-day constraints require ledger audit,3878000.0,0.036341545,0.0
2012-06-29,3008.TW,58000,1000000000.0,618.0,D-1 estimated accounting; fill-day constraints require ledger audit,58000.0,0.036153,0.0
2012-06-29,3034.TW,396000,1000000000.0,91.4,D-1 estimated accounting; fill-day constraints require ledger audit,396000.0,0.0362401,0.0
2012-06-29,3037.TW,1075000,1000000000.0,33.8,D-1 estimated accounting; fill-day constraints require ledger audit,1075000.0,0.0363519,0.0
2012-06-29,3045.TW,368000,1000000000.0,98.5,D-1 estimated accounting; fill-day constraints require ledger audit,368000.0,0.03629725,0.0
2012-06-29,3131.TWO,466000,1000000000.0,77.79999999999998,D-1 estimated accounting; fill-day constraints require ledger audit,466000.0,0.03629369999999999,0.0
2012-06-29,3293.TWO,250000,1000000000.0,145.0,D-1 estimated accounting; fill-day constraints require ledger audit,250000.0,0.0363225,0.0
2012-06-29,3491.TWO,910000,1000000000.0,39.9,D-1 estimated accounting; fill-day constraints require ledger audit,910000.0,0.03632895,0.0
2012-06-29,3653.TW,421000,1000000000.0,86.09999999999998,D-1 estimated accounting; fill-day constraints require ledger audit,421000.0,0.036291149999999994,0.0
2012-06-29,3665.TW,1319000,1000000000.0,27.55,D-1 estimated accounting; fill-day constraints require ledger audit,1319000.0,0.036352225,0.0
2012-06-29,4123.TWO,1048000,1000000000.0,34.65,D-1 estimated accounting; fill-day constraints require ledger audit,1048000.0,0.036330525,0.0
2012-06-29,6223.TWO,594000,1000000000.0,61.0,D-1 estimated accounting; fill-day constraints require ledger audit,594000.0,0.0362645,0.0
2012-06-29,8046.TW,722000,1000000000.0,50.3,D-1 estimated accounting; fill-day constraints require ledger audit,722000.0,0.03634175,0.0
2012-06-29,8069.TWO,1109000,1000000000.0,32.75,D-1 estimated accounting; fill-day constraints require ledger audit,1109000.0,0.036336125,0.0
