signal_date,symbol,shares,signal_nav,sizing_price,reason,target_shares,target_weight,odd_entitlement
2010-06-30,1216.TW,1123000,1000000000.0,35.6,D-1 estimated accounting; fill-day constraints require ledger audit,1123000.0,0.0399966,0.0
2010-06-30,1301.TW,588000,1000000000.0,68.0,D-1 estimated accounting; fill-day constraints require ledger audit,588000.0,0.040018,0.0
2010-06-30,1326.TW,539000,1000000000.0,74.09999999999998,D-1 estimated accounting; fill-day constraints require ledger audit,539000.0,0.03997694999999999,0.0
2010-06-30,2345.TW,2492000,1000000000.0,16.05,D-1 estimated accounting; fill-day constraints require ledger audit,2492000.0,0.040004625,0.0
2010-06-30,2412.TW,625000,1000000000.0,63.9,D-1 estimated accounting; fill-day constraints require ledger audit,625000.0,0.03996945,0.0
2010-06-30,2603.TW,1955000,1000000000.0,20.45,D-1 estimated accounting; fill-day constraints require ledger audit,1955000.0,0.039989975,0.0
2010-06-30,2609.TW,2431000,1000000000.0,16.45,D-1 estimated accounting; fill-day constraints require ledger audit,2431000.0,0.039998175,0.0
2010-06-30,2610.TW,2424000,1000000000.0,16.5,D-1 estimated accounting; fill-day constraints require ledger audit,2424000.0,0.04000425,0.0
2010-06-30,2615.TW,2010000,1000000000.0,19.9,D-1 estimated accounting; fill-day constraints require ledger audit,2010000.0,0.04000895,0.0
2010-06-30,2618.TW,2105000,1000000000.0,19.0,D-1 estimated accounting; fill-day constraints require ledger audit,2105000.0,0.0400045,0.0
2010-06-30,2801.TW,2711000,1000000000.0,14.75,D-1 estimated accounting; fill-day constraints require ledger audit,2711000.0,0.039994625,0.0
2010-06-30,2812.TW,4587000,1000000000.0,8.72,D-1 estimated accounting; fill-day constraints require ledger audit,4587000.0,0.040003,0.0
2010-06-30,2834.TW,4705000,1000000000.0,8.5,D-1 estimated accounting; fill-day constraints require ledger audit,4705000.0,0.03999675,0.0
2010-06-30,2887.TW,3199000,1000000000.0,12.5,D-1 estimated accounting; fill-day constraints require ledger audit,3199000.0,0.03999375,0.0
2010-06-30,2890.TW,3902000,1000000000.0,10.25,D-1 estimated accounting; fill-day constraints require ledger audit,3902000.0,0.040000625,0.0
2010-06-30,2891.TW,2253000,1000000000.0,17.75,D-1 estimated accounting; fill-day constraints require ledger audit,2253000.0,0.039999625,0.0
2010-06-30,2892.TW,2240000,1000000000.0,17.85,D-1 estimated accounting; fill-day constraints require ledger audit,2240000.0,0.039992925,0.0
2010-06-30,2912.TW,420000,1000000000.0,95.1,D-1 estimated accounting; fill-day constraints require ledger audit,420000.0,0.03998955,0.0
2010-06-30,3045.TW,608000,1000000000.0,65.7,D-1 estimated accounting; fill-day constraints require ledger audit,608000.0,0.03997845,0.0
2010-06-30,4904.TW,1007000,1000000000.0,39.7,D-1 estimated accounting; fill-day constraints require ledger audit,1007000.0,0.03999775,0.0
2010-06-30,6147.TWO,833000,1000000000.0,48.0,D-1 estimated accounting; fill-day constraints require ledger audit,833000.0,0.040008,0.0
2010-06-30,6274.TWO,2461000,1000000000.0,16.25,D-1 estimated accounting; fill-day constraints require ledger audit,2461000.0,0.039999375,0.0
2010-07-06,2404.TW,1187000,1032027109.0388725,34.75,D-1 estimated accounting; fill-day constraints require ledger audit,1187000.0,0.03998502039198438,0.0
2010-07-06,2912.TW,-420000,1032027109.0388725,92.5,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-07,3008.TW,72000,1034752867.1217394,569.0,D-1 estimated accounting; fill-day constraints require ledger audit,72000.0,0.03986700719636336,0.0
2010-07-07,6147.TWO,-833000,1034752867.1217394,45.8,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-09,2308.TW,347000,1032503381.6647136,119.0,D-1 estimated accounting; fill-day constraints require ledger audit,347000.0,0.04005071628271767,0.0
2010-07-09,2890.TW,-3902000,1032503381.6647136,10.45,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-12,1326.TW,-539000,1031149590.6683347,70.8,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-12,8046.TW,271000,1031149590.6683347,152.0,D-1 estimated accounting; fill-day constraints require ledger audit,271000.0,0.040021351289343324,0.0
2010-07-13,3036.TW,1083000,1029158427.8560628,38.0,D-1 estimated accounting; fill-day constraints require ledger audit,1083000.0,0.04000647411086296,0.0
2010-07-13,3045.TW,-608000,1029158427.8560628,60.4,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-14,2345.TW,-2492000,1044905516.2234306,15.7,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-14,5483.TWO,508000,1044905516.2234306,82.2,D-1 estimated accounting; fill-day constraints require ledger audit,508000.0,0.040002372799285944,0.0
2010-07-15,2412.TW,-625000,1050062991.624271,65.8,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-15,3037.TW,807000,1050062991.624271,52.0,D-1 estimated accounting; fill-day constraints require ledger audit,807000.0,0.039988077224822983,0.0
2010-07-16,2912.TW,394000,1046644299.1027427,106.0,D-1 estimated accounting; fill-day constraints require ledger audit,394000.0,0.03995340158623945,0.0
2010-07-16,8046.TW,-271000,1046644299.1027427,136.5,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-20,1815.TWO,1271000,1047735841.5224053,32.95,D-1 estimated accounting; fill-day constraints require ledger audit,1271000.0,0.039987106806543354,0.0
2010-07-20,2618.TW,-2105000,1047735841.5224053,19.3,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-26,1402.TW,1125000,1063291991.2983444,37.8,D-1 estimated accounting; fill-day constraints require ledger audit,1125000.0,0.040011492937185866,0.0
2010-07-26,2892.TW,-2240000,1063291991.2983444,19.0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-27,1301.TW,-588000,1056899847.04961,66.7,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-27,1785.TWO,627000,1056899847.04961,67.4,D-1 estimated accounting; fill-day constraints require ledger audit,627000.0,0.040016563648925176,0.0
2010-07-28,1504.TW,2815000,1059260800.4608641,15.05,D-1 estimated accounting; fill-day constraints require ledger audit,2815000.0,0.04000268392974063,0.0
2010-07-28,2891.TW,-2253000,1059260800.4608641,19.4,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
2010-07-29,1519.TW,1495000,1056348201.904248,28.25,D-1 estimated accounting; fill-day constraints require ledger audit,1495000.0,0.039994269809747386,0.0
2010-07-29,2610.TW,-2424000,1056348201.904248,17.3,D-1 estimated accounting; fill-day constraints require ledger audit,0.0,0.0,0.0
